Cidade,Área,Impostos,Seguro,Total
Gotham,24,84,28,2762
Gotham,250,0,151,10150
Gotham,145,459,39,4848
Gotham,45,177,23,3600
Gotham,33,155,17,3263
Gotham,90,63,32,3370
Metrópolis,70,1,23,2424
Gotham,41,150,42,4265
Gotham,40,50,17,1167
Gotham,650,600,149,10650
Metrópolis,85,63,20,2498
Gotham,65,0,8,3014
Gotham,65,234,41,4125
Gotham,85,270,25,3150
Gotham,67,56,17,1758
Gotham,38,17,28,2682
Gotham,100,417,76,8283
Gotham,100,0,49,4447
Gotham,170,148,31,2229
Metrópolis,75,75,31,3212
Gotham,30,9,42,4051
Metrópolis,47,154,38,3942
Gotham,90,375,23,2378
Gotham,82,135,36,3651
Gotham,70,86,32,3210
Gotham,67,255,36,4381
Gotham,243,450,109,11000
Gotham,70,0,20,2190
Gotham,225,450,73,5323
Gotham,160,0,68,4568
Gotham,145,190,45,3210
Metrópolis,109,261,30,3481
Metrópolis,58,108,42,4126
Metrópolis,47,14,7,951
Gotham,60,20,8,1996
Gotham,260,1417,121,9538
Gotham,42,0,22,2427
Metrópolis,128,117,47,4564
Gotham,276,183,74,5157
Gotham,350,450,106,7556
Gotham,75,28,20,2148
Metrópolis,140,221,26,3227
Gotham,47,313,117,10540
Gotham,70,105,46,4609
Gotham,127,67,33,2470
Gotham,360,1467,27,5912
Gotham,42,128,30,2983
Metrópolis,80,125,19,2164
Gotham,129,78,30,3508
Gotham,150,150,34,2404
Gotham,55,0,14,1501
Gotham,80,22,64,5994
Metrópolis,140,284,66,7012
Gotham,150,37,56,6193
Gotham,62,54,32,3023
Gotham,80,177,26,1953
Metrópolis,80,143,31,3073
Gotham,50,34,25,2509
Gotham,65,74,18,1832
Gotham,57,0,30,2806
Gotham,230,1551,64,10220
Metrópolis,62,22,9,1020
Gotham,165,502,77,8242
Gotham,155,359,51,6090
Metrópolis,181,560,96,9810
Metrópolis,50,26,9,1135
Gotham,75,0,20,2240
Gotham,80,342,36,3215
Gotham,74,105,51,5336
Gotham,108,240,47,4942
Gotham,120,0,82,5482
Gotham,190,292,42,5394
Gotham,178,167,54,5471
Gotham,80,46,33,3229
Metrópolis,150,186,53,3739
Gotham,350,292,70,4962
Gotham,181,761,118,11390
Gotham,56,150,23,2899
Metrópolis,120,59,37,2496
Gotham,90,0,34,2234
Gotham,61,25,30,3085
Gotham,160,334,71,7265
Gotham,100,139,28,2367
Gotham,179,359,71,7487
Gotham,115,84,27,3411
Gotham,342,422,91,6513
Gotham,30,0,17,1478
Gotham,35,242,28,3640
Gotham,58,0,20,2020
Gotham,81,90,22,2392
Gotham,60,115,59,5846
Gotham,88,190,37,3827
Gotham,80,213,41,4221
Gotham,250,0,70,4670
Gotham,72,378,35,4153
Gotham,650,1600,128,10230
Gotham,73,57,39,3960
Gotham,126,800,59,7359
Gotham,50,83,19,1302
Gotham,48,17,24,2297
Metrópolis,85,182,33,4040
Gotham,52,92,32,3134
Gotham,40,17,12,809
Gotham,42,172,42,4074
Gotham,38,0,25,2375
Metrópolis,200,84,121,9205
Gotham,35,30,13,1063
Gotham,75,600,77,8742
Gotham,100,160,55,3815
Gotham,287,900,68,6345
Gotham,62,384,89,10360
Gotham,80,75,23,1598
Gotham,43,0,17,1582
Gotham,157,302,58,6185
Gotham,70,200,13,1933
Metrópolis,56,50,18,2140
Gotham,84,165,88,7787
Gotham,125,396,45,5141
Gotham,62,0,18,1997
Gotham,81,230,49,4989
Gotham,90,0,23,2480
Gotham,76,63,20,2462
Metrópolis,62,22,9,1020
Gotham,240,444,83,8744
Gotham,39,60,28,2644
Gotham,51,117,32,3156
Gotham,170,834,70,8404
Gotham,250,0,91,6091
Gotham,35,124,45,4099
Gotham,200,186,43,3029
Metrópolis,147,284,61,6745
Gotham,40,0,6,2221
Gotham,67,72,33,3625
Metrópolis,445,287,83,5870
Gotham,265,434,96,9780
Gotham,130,92,67,4559
Gotham,39,312,32,3988
Gotham,110,92,40,4381
Gotham,75,227,16,2141
Metrópolis,46,18,11,1259
Metrópolis,210,459,30,4689
Gotham,47,0,14,1694
Gotham,120,125,42,4847
Gotham,60,0,14,1114
Gotham,42,22,42,4076
Gotham,75,0,50,4950
Gotham,160,500,55,6355
Gotham,37,0,11,1219
Gotham,59,231,42,4915
Metrópolis,113,0,49,4853
Gotham,120,40,83,7700
Gotham,92,160,42,4456
Gotham,93,237,33,3849
Gotham,42,0,18,1708
Gotham,160,227,58,4085
Gotham,450,618,153,10890
Metrópolis,68,76,35,3361
Gotham,53,119,70,5959
Gotham,160,124,65,4489
Gotham,49,0,23,2223
Metrópolis,115,109,25,2652
Gotham,59,0,21,2221
Gotham,60,210,14,2218
Gotham,58,0,34,5401
Gotham,35,30,14,1144
Gotham,160,225,54,5989
Metrópolis,60,0,16,1582
Gotham,233,417,93,9997
Metrópolis,58,0,16,1746
Gotham,100,10,19,2053
Gotham,18,0,23,2293
Gotham,96,3,56,5386
Gotham,49,0,23,2243
Gotham,50,0,24,1574
Gotham,45,0,16,1076
Metrópolis,160,243,21,2940
Gotham,80,300,54,5754
Gotham,133,400,37,5562
Gotham,30,30,23,2218
Gotham,194,70,61,4131
Gotham,50,0,21,2021
Gotham,84,0,25,4578
Metrópolis,45,24,7,1037
Gotham,250,500,102,11200
Gotham,136,325,32,4257
Gotham,73,139,61,5884
Gotham,60,23,25,1648
Gotham,50,250,30,3193
Gotham,100,0,24,3444
Gotham,70,341,51,6068
Gotham,82,51,40,3941
Gotham,76,284,34,3880
Gotham,150,294,61,6327
Gotham,55,80,18,1968
Gotham,70,0,28,2510
Metrópolis,45,84,19,2345
Gotham,50,58,50,4656
Gotham,62,17,20,2147
Gotham,50,105,35,3605
Gotham,50,0,14,4293
Metrópolis,90,100,20,2470
Gotham,130,0,45,4345
Metrópolis,54,67,10,1600
Gotham,30,67,13,930
Metrópolis,68,0,11,1324
Gotham,58,105,22,2147
Gotham,16,0,18,1438
Metrópolis,74,0,21,2098
Gotham,347,1000,134,10030
Gotham,180,487,74,8155
Gotham,20,0,18,3078
Gotham,130,180,28,2408
Gotham,100,92,39,4481
Metrópolis,50,15,11,1174
Gotham,340,0,111,11310
Gotham,135,159,42,4514
Gotham,130,0,70,6870
Metrópolis,58,100,28,2728
Gotham,84,3000,30,6040
Gotham,120,670,39,5209
Gotham,180,497,53,4050
Metrópolis,650,334,121,8455
Gotham,320,417,98,7315
Gotham,65,17,54,4557
Gotham,130,584,64,7048
Gotham,72,18,21,2325
Gotham,150,500,94,10220
Metrópolis,70,74,17,1866
Gotham,20,130,23,2555
Metrópolis,103,292,18,3170
Metrópolis,90,230,37,2667
Metrópolis,47,43,9,1172
Gotham,42,34,19,1633
Gotham,42,0,8,3661
Gotham,25,84,13,1097
Metrópolis,55,0,25,2495
Gotham,900,2250,121,10370
Gotham,128,9,108,9817
Gotham,120,280,46,3326
Gotham,54,149,46,4395
Gotham,30,59,12,836
Gotham,120,500,51,6751
Gotham,296,1000,128,9628
Gotham,50,0,39,3068
Gotham,95,125,35,2460
Gotham,146,417,115,10730
Metrópolis,73,31,9,1095
Gotham,30,30,16,1549
Gotham,35,22,32,3024
Gotham,22,0,15,991
Gotham,442,1301,113,8914
Metrópolis,30,12,8,889
Gotham,68,217,26,3042
Gotham,53,200,41,3891
Gotham,18,0,22,1742
Gotham,321,1072,125,9465
Metrópolis,70,76,10,1546
Gotham,400,550,126,9006
Gotham,392,1250,151,11400
Gotham,70,138,13,1431
Gotham,230,934,32,6030
Gotham,138,89,89,8178
Gotham,250,9,23,1532
Gotham,45,84,25,1759
Gotham,250,667,31,2698
Gotham,80,94,30,3078
Gotham,200,242,53,3795
Gotham,136,290,96,9416
Gotham,46,58,19,2067
Gotham,54,250,92,8592
Gotham,161,54,89,9305
Gotham,58,0,20,1990
Gotham,83,0,32,2712
Gotham,33,95,26,2963
Gotham,170,38,56,5944
Gotham,135,77,96,8623
Gotham,50,42,25,2817
Gotham,94,325,56,6381
Gotham,25,35,16,1251
Gotham,100,138,127,11350
Gotham,100,500,83,6083
Gotham,120,167,27,2494
Gotham,45,170,23,2688
Gotham,64,0,13,4009
Gotham,265,1284,32,6216
Gotham,20,130,23,2555
Gotham,50,80,17,1197
Gotham,70,171,39,3780
Gotham,250,309,98,7157
Gotham,100,267,33,2450
Gotham,90,212,28,3012
Gotham,256,2417,85,8102
Gotham,92,72,20,2053
Gotham,124,92,61,4153
Gotham,57,10,17,1792
Metrópolis,650,200,113,7813
Gotham,220,276,53,3829
Metrópolis,55,74,13,1785
Gotham,55,9,26,2515
Gotham,58,65,44,4059
Gotham,42,180,11,2801
Gotham,130,100,41,2841
Gotham,52,38,32,3300
Gotham,75,0,19,2039
Gotham,277,0,109,9889
Gotham,100,75,50,5145
Metrópolis,420,816,128,10680
Gotham,25,45,28,2705
Gotham,100,0,24,2924
Gotham,108,334,68,6783
Gotham,55,0,22,3500
Gotham,40,17,12,809
Gotham,46,117,25,2892
Gotham,138,475,74,7461
Gotham,50,84,27,1851
Metrópolis,54,84,15,2005
Gotham,22,0,15,991
Gotham,62,0,26,2076
Gotham,80,98,95,8679
Gotham,70,0,25,3075
Gotham,214,667,71,8288
Gotham,50,118,39,3907
Gotham,110,122,39,3861
Gotham,63,97,11,3328
Gotham,202,1000,77,9277
Gotham,70,270,53,3823
Metrópolis,110,88,49,3897
Gotham,80,0,25,2352
Gotham,58,0,7,2582
Gotham,149,0,69,7469
Gotham,50,42,19,1261
Gotham,200,1615,52,8511
Gotham,200,425,106,7531
Gotham,100,500,50,3850
Gotham,113,50,39,4089
Metrópolis,48,40,16,1506
Gotham,140,167,65,7332
Metrópolis,155,15,83,6558
Gotham,55,75,17,1192
Gotham,360,1417,22,6639
Metrópolis,60,75,15,1040
Gotham,32,0,26,2427
Gotham,79,616,96,11470
Gotham,300,625,102,10730
Gotham,50,100,20,2190
Gotham,78,292,31,2573
Gotham,80,0,91,6091
Gotham,50,80,25,1705
Gotham,110,174,39,2743
Gotham,64,101,20,2021
Metrópolis,37,0,10,1134
Gotham,30,100,26,2776
Gotham,50,130,28,3083
Gotham,215,229,51,5334
Gotham,80,164,25,2879
Metrópolis,320,340,108,10950
Gotham,336,208,91,6598
Gotham,125,666,151,10820
Gotham,40,100,36,3376
Gotham,80,135,50,5259
Gotham,120,622,48,6060
Gotham,23,42,27,2568
Gotham,60,0,17,1117
Gotham,45,0,13,2166
Gotham,110,250,20,1570
Gotham,42,0,8,2660
Gotham,120,459,38,4407
Gotham,78,118,54,5052
Gotham,127,257,49,4910
Gotham,63,167,52,4899
Gotham,60,0,19,1269
Metrópolis,76,100,9,1109
Gotham,126,313,51,5364
Gotham,169,334,59,4513
Gotham,38,0,7,2019
Gotham,45,0,10,890
Gotham,160,298,46,3344
Gotham,160,0,141,9491
Metrópolis,84,104,14,1808
Gotham,64,39,24,2393
Metrópolis,62,12,14,1496
Gotham,46,0,20,1760
Gotham,140,1149,64,8313
Gotham,175,1308,97,11370
Gotham,70,0,14,1637
Gotham,52,292,39,4831
Metrópolis,120,0,64,4264
Gotham,72,75,28,2847
Gotham,55,0,7,2377
Gotham,140,234,61,6531
Metrópolis,75,67,27,2769
Gotham,233,2567,55,10700
Gotham,112,486,45,5253
Gotham,83,118,33,3232
Gotham,60,109,26,2921
Gotham,30,83,31,2853
Gotham,50,0,19,1849
Gotham,46,292,31,5823
Gotham,42,0,8,3757
Metrópolis,52,0,9,904
Gotham,380,417,91,6508
Metrópolis,160,117,25,1792
Gotham,90,54,32,3348
Gotham,30,0,42,3692
Gotham,219,890,83,9573
Gotham,120,375,45,5320
Gotham,70,25,25,2519
Gotham,120,390,79,8049
Gotham,92,160,58,6068
Gotham,40,76,9,2548
Gotham,58,75,23,2668
Gotham,35,0,50,4899
Metrópolis,85,0,5,1481
Gotham,170,242,76,5318
Gotham,96,247,33,3996
Gotham,42,100,68,6028
Gotham,280,854,46,6702
Gotham,44,149,42,3799
Gotham,120,231,51,5262
Gotham,180,604,75,8579
Gotham,400,832,32,6039
Gotham,22,44,26,2365
Gotham,67,167,16,1696
Gotham,75,87,32,3277
Gotham,62,0,15,2405
Gotham,122,563,59,6634
Gotham,168,411,70,7615
Gotham,80,184,23,1707
Gotham,27,0,23,2123
Gotham,50,0,19,1219
Metrópolis,190,200,17,2617
Gotham,22,0,21,1871
Metrópolis,70,6,30,2846
Gotham,60,0,31,2031
Gotham,47,0,22,2222
Gotham,158,406,91,8957
Gotham,80,0,37,3597
Gotham,245,1667,77,11190
Gotham,91,0,32,3432
Gotham,155,510,58,6768
Gotham,140,710,102,10810
Gotham,97,221,45,4566
Gotham,70,0,14,914
Gotham,177,1000,89,9489
Gotham,128,361,38,4219
Metrópolis,50,55,11,1282
Gotham,162,891,70,7961
Gotham,96,412,60,4422
Gotham,78,126,8,3129
Gotham,76,205,58,5517
Gotham,180,184,56,3940
Gotham,161,1125,61,8486
Gotham,45,334,62,7246
Gotham,200,584,56,6503
Gotham,46,0,20,1820
Gotham,50,209,47,6160
Gotham,57,100,21,2292
Metrópolis,136,131,32,3633
Gotham,49,0,16,1719
Gotham,70,0,29,2738
Gotham,68,109,35,4004
Gotham,45,0,70,8590
Metrópolis,60,49,16,1797
Gotham,120,323,31,2354
Metrópolis,140,330,42,5372
Gotham,151,139,46,3185
Gotham,72,184,47,4081
Gotham,300,33,49,4432
Gotham,68,0,17,1547
Gotham,380,0,121,8121
Gotham,60,77,7,2675
Metrópolis,51,68,14,1428
Gotham,200,997,70,9367
Gotham,80,459,31,2490
Metrópolis,57,0,9,1319
Gotham,48,1000,102,9902
Gotham,90,50,39,4089
Gotham,40,25,58,6783
Gotham,84,240,51,5091
Gotham,123,463,18,6447
Gotham,85,143,15,1766
Gotham,113,50,39,4089
Gotham,60,0,9,2591
Metrópolis,62,76,16,1739
Gotham,156,628,102,10330
Gotham,280,403,53,3956
Gotham,45,0,70,8590
Gotham,180,0,39,4089
Gotham,315,1000,29,7529
Gotham,117,217,89,8506
Gotham,60,19,14,1863
Gotham,126,299,64,4563
Gotham,65,49,23,2172
Gotham,280,278,61,5229
Metrópolis,76,92,17,1889
Gotham,178,891,89,10280
Gotham,20,130,23,2555
Gotham,49,0,69,6069
Gotham,50,50,16,1266
Metrópolis,50,59,4,1596
Metrópolis,53,67,31,3498
Gotham,200,417,83,9000
Gotham,71,203,39,3753
Gotham,134,0,63,6115
Gotham,250,0,46,6246
Gotham,40,0,7,2344
Metrópolis,60,55,15,1697
Gotham,180,584,26,5210
Gotham,68,0,7,2129
Gotham,72,0,23,2401
Gotham,45,167,21,4408
Gotham,300,667,68,5235
Gotham,130,342,45,5087
Gotham,132,622,70,7592
Gotham,215,240,51,5391
Gotham,54,200,31,3149
Gotham,79,218,27,2345
Gotham,77,0,16,5016
Gotham,150,309,40,4975
Gotham,310,343,88,8911
Gotham,220,705,79,5984
Gotham,45,0,14,1468
Gotham,80,105,31,3514
Gotham,36,0,5,1455
Gotham,320,567,136,9703
Gotham,179,900,41,5941
Gotham,52,210,64,6374
Gotham,190,0,88,8768
Gotham,105,0,28,3040
Gotham,70,192,54,5556
Gotham,200,161,31,4190
Gotham,300,1334,43,9057
Gotham,86,270,44,4524
Gotham,190,385,68,4953
Gotham,38,0,13,1023
Gotham,300,167,49,3416
Gotham,108,250,56,5754
Gotham,150,110,68,4678
Metrópolis,58,41,10,1181
Metrópolis,47,0,10,1340
Gotham,190,150,58,6888
Gotham,22,55,28,2755
Gotham,38,0,9,2982
Gotham,30,0,37,3287
Metrópolis,500,775,89,7264
Gotham,215,417,106,7523
Gotham,50,0,37,3477
Gotham,500,1667,136,10800
Gotham,17,5,35,2740
Gotham,101,22,22,2634
Gotham,87,109,54,5613
Gotham,72,12,13,1675
Gotham,123,367,40,4607
Gotham,70,138,13,1431
Metrópolis,40,12,8,942
Metrópolis,47,0,9,2159
Gotham,115,0,89,8222
Gotham,36,0,9,2803
Gotham,340,1084,64,11150
Gotham,200,209,98,6807
Gotham,150,484,58,7271
Gotham,98,459,38,5442
Gotham,35,0,35,3185
Gotham,63,10,42,3792
Gotham,150,0,70,6816
Gotham,170,334,73,5257
Metrópolis,110,88,49,3897
Gotham,55,237,32,3069
Gotham,47,76,13,1189
Gotham,80,75,18,1243
Gotham,65,245,51,5333
Metrópolis,35,0,16,1016
Gotham,100,0,27,1792
Metrópolis,47,17,13,1493
Gotham,90,241,59,6297
Gotham,83,119,30,3069
Gotham,35,0,17,1587
Gotham,130,183,77,5360
Gotham,20,0,27,2087
Gotham,70,71,32,3593
Gotham,400,900,106,8006
Gotham,60,112,51,5318
Gotham,140,0,124,8324
Gotham,120,120,46,4066
Gotham,110,484,50,5634
Gotham,42,41,56,5157
Gotham,50,0,25,2325
Gotham,110,567,29,4476
Gotham,72,0,10,3094
Gotham,130,484,50,4914
Gotham,170,250,26,4976
Metrópolis,38,17,12,1361
Gotham,138,145,59,4104
Metrópolis,45,83,25,2500
Metrópolis,206,189,53,3742
Gotham,300,292,53,3845
Gotham,25,30,21,2151
Gotham,200,700,121,8821
Gotham,150,200,44,4944
Gotham,54,199,36,3989
Gotham,82,209,33,3702
Gotham,84,250,77,7177
Gotham,200,321,46,3367
Gotham,230,464,46,6510
Gotham,56,0,10,1610
Gotham,50,0,6,1450
Gotham,35,242,28,3640
Gotham,120,125,42,2917
Metrópolis,60,75,17,1642
Gotham,54,84,20,2284
Gotham,250,666,56,4402
Gotham,50,43,26,2477
Gotham,300,350,43,3193
Metrópolis,130,250,20,1570
Gotham,120,167,68,6685
Gotham,89,5,50,4383
Metrópolis,69,142,26,2750
Gotham,55,0,25,1675
Gotham,110,0,49,3249
Gotham,50,0,21,2070
Metrópolis,80,50,10,1768
Gotham,66,0,10,2953
Gotham,180,902,28,5177
Gotham,135,339,83,8337
Gotham,74,71,8,2672
Gotham,56,11,28,2919
Metrópolis,40,35,9,1294
Gotham,86,203,40,4143
Gotham,70,0,23,1523
Gotham,30,50,15,1265
Metrópolis,72,89,16,2035
Gotham,66,65,45,4372
Metrópolis,70,42,13,1507
Metrópolis,380,269,62,4431
Metrópolis,248,667,102,11420
Gotham,109,145,36,4181
Metrópolis,135,92,31,3623
Gotham,54,199,36,3989
Gotham,170,100,42,2892
Gotham,45,0,43,3923
Gotham,180,680,58,7658
Metrópolis,51,21,13,1285
Gotham,166,882,89,10100
Metrópolis,63,90,12,1470
Gotham,73,150,16,2116
Gotham,126,1021,51,6632
Gotham,87,117,38,5230
Gotham,65,113,42,3992
Gotham,63,220,70,6990
Gotham,59,75,32,3107
Gotham,70,59,19,1288
Gotham,90,19,42,2796
Gotham,35,0,31,2998
Gotham,30,9,42,4051
Gotham,61,250,51,6501
Metrópolis,54,127,30,3258
Gotham,32,416,26,4242
Metrópolis,90,129,17,2366
Gotham,93,110,70,6665
Metrópolis,44,23,7,967
Gotham,220,832,70,8602
Gotham,100,220,38,2758
Gotham,55,0,26,2526
Gotham,100,266,63,6408
Gotham,35,149,41,4205
Gotham,60,59,72,6697
Gotham,162,267,49,3516
Gotham,165,46,76,5122
Gotham,97,167,36,3723
Metrópolis,55,50,16,1746
Gotham,77,34,42,4176
Gotham,42,151,30,3731
Gotham,180,117,46,3163
Gotham,50,34,17,2001
Gotham,200,300,73,5173
Gotham,290,1525,121,9646
Gotham,49,89,49,4381
Gotham,38,0,37,4000
Gotham,280,1500,61,10860
Gotham,68,20,82,7175
Gotham,70,292,20,2912
Metrópolis,280,169,33,2369
Gotham,140,167,102,9369
Gotham,225,132,52,3584
Gotham,70,85,22,1507
Gotham,81,142,36,3878
Gotham,19,41,16,1257
Gotham,43,17,18,2160
Gotham,50,0,19,1219
Gotham,54,359,64,6102
Gotham,50,0,11,2895
Gotham,336,950,116,8743
Gotham,150,667,91,6758
Metrópolis,200,125,46,3171
Gotham,40,87,17,1459
Gotham,35,30,15,1195
Gotham,35,11,14,925
Gotham,90,0,11,3491
Gotham,520,1008,151,11160
Gotham,160,225,76,5301
Gotham,72,0,28,4264
Gotham,43,220,9,2104
Gotham,120,547,97,7044
Gotham,70,70,20,1390
Gotham,86,84,32,3506
Gotham,67,0,8,2998
Gotham,37,50,51,4641
Gotham,350,675,83,6258
Metrópolis,70,5,22,1477
Gotham,159,505,89,9672
Gotham,220,125,68,4693
Gotham,70,0,21,2171
Gotham,164,386,64,7609
Gotham,190,600,102,10880
Gotham,190,492,73,7965
Gotham,35,0,20,1820
Metrópolis,110,88,49,3897
Gotham,65,245,41,4486
Gotham,114,321,36,4262
Gotham,190,223,67,4740
Gotham,115,0,24,1574
Gotham,65,42,16,1506
Gotham,59,0,39,3039
Gotham,68,0,84,8184
Gotham,46,58,19,2067
Gotham,57,209,36,4295
Metrópolis,48,0,11,1104
Gotham,20,130,23,2555
Gotham,45,0,18,1428
Metrópolis,60,72,17,2057
Gotham,76,52,54,4946
Gotham,84,145,68,6295
Gotham,101,319,41,4657
Gotham,183,192,76,8598
Gotham,73,107,9,3668
Gotham,290,862,91,10990
Gotham,150,0,29,9204
Gotham,68,0,30,4930
Gotham,51,84,25,2426
Gotham,120,113,28,2341
Gotham,146,631,77,8218
Gotham,104,432,56,6388
Metrópolis,200,166,31,2197
Gotham,44,19,19,1288
Gotham,42,0,43,4018
Metrópolis,60,180,20,1500
Gotham,60,85,26,2651
Metrópolis,50,15,9,1064
Gotham,63,136,56,4776
Gotham,70,190,46,3236
Gotham,130,571,42,5187
Gotham,30,0,24,1874
Gotham,36,30,32,3012
Gotham,198,715,77,8862
Gotham,300,500,65,8685
Gotham,220,250,43,3093
Gotham,50,0,14,1491
Metrópolis,110,217,16,2523
Gotham,320,600,109,7909
Gotham,209,1084,50,9334
Gotham,360,584,145,10330
Gotham,75,0,7,2560
Metrópolis,73,100,15,1802
Gotham,130,334,58,6159
Gotham,220,555,102,10160
Gotham,185,100,44,5454
Gotham,37,105,33,3618
Gotham,60,0,22,1472
Gotham,70,120,56,5096
Gotham,50,0,40,3140
Gotham,85,28,40,3888
Metrópolis,55,83,20,2103
Gotham,185,806,39,5852
Gotham,380,1737,63,9850
Gotham,76,215,36,3908
Gotham,34,0,20,1845
Gotham,30,25,20,2745
Gotham,70,300,47,4637
Gotham,132,0,37,3915
Gotham,55,29,16,1979
Gotham,157,295,39,5110
Metrópolis,102,248,32,3698
Gotham,420,1084,124,9408
Gotham,65,0,31,2071
Gotham,120,321,32,4653
Gotham,35,0,34,4044
Metrópolis,70,55,17,2022
Gotham,26,60,55,4815
Gotham,27,59,26,2735
Gotham,150,0,83,5583
Gotham,102,340,25,3565
Gotham,35,0,30,2760
Metrópolis,67,40,12,1303
Gotham,510,517,151,10670
Gotham,156,500,64,6981
Gotham,117,200,40,4790
Gotham,55,80,67,5999
Gotham,60,150,70,6878
Gotham,36,105,30,2945
Gotham,315,1000,29,7529
Gotham,320,675,91,6766
Gotham,180,690,84,8815
Gotham,70,0,41,3841
Gotham,71,97,40,4237
Metrópolis,68,55,20,2143
Gotham,40,0,42,4042
Gotham,38,100,17,1980
Gotham,70,0,20,1320
Gotham,220,1000,39,5839
Gotham,270,392,164,11460
Metrópolis,47,25,12,1197
Gotham,239,177,106,7283
Gotham,136,500,41,5231
Gotham,150,0,76,5076
Gotham,122,640,51,6402
Metrópolis,34,70,9,1209
Gotham,90,75,26,2741
Gotham,75,323,89,8388
Gotham,39,164,45,4359
Gotham,210,101,53,3654
Gotham,200,0,82,8882
Gotham,100,84,22,1566
Gotham,124,84,16,2500
Gotham,150,334,55,3989
Gotham,200,375,58,6683
Gotham,80,0,34,2234
Gotham,40,34,30,2964
Gotham,87,0,9,5446
Metrópolis,45,105,50,4505
Gotham,38,0,25,1675
Gotham,98,0,38,2538
Gotham,35,0,17,1572
Gotham,170,600,36,5186
Metrópolis,72,60,11,1477
Metrópolis,170,167,75,7492
Metrópolis,156,200,14,3264
Metrópolis,420,584,109,8518
Gotham,110,0,23,3089
Gotham,165,1292,80,10110
Gotham,200,1334,77,9611
Gotham,200,0,90,8570
Gotham,130,386,101,9521
Gotham,52,8,17,1998
Gotham,25,25,23,2298
Gotham,96,274,53,3827
Gotham,93,200,45,4545
Gotham,85,67,68,6635
Gotham,80,0,83,7883
Gotham,150,740,36,5376
Gotham,70,75,26,2701
Gotham,167,0,23,1523
Gotham,250,1580,89,10490
Gotham,22,55,28,2755
Gotham,30,0,45,5945
Gotham,300,0,151,10150
Metrópolis,80,63,20,2323
Gotham,65,0,45,4452
Metrópolis,48,21,9,1050
Gotham,200,375,77,8652
Gotham,80,0,24,1593
Gotham,400,760,63,4995
Gotham,70,16,22,1438
Gotham,300,197,91,6288
Gotham,95,0,36,2386
Gotham,40,41,13,1084
Gotham,380,1097,121,9218
Gotham,190,267,45,3262
Metrópolis,55,73,33,3366
Metrópolis,55,24,11,1225
Gotham,80,229,24,3099
Gotham,77,0,73,5773
Gotham,80,209,23,2032
Gotham,70,0,11,3485
Gotham,60,344,31,3842
Gotham,78,0,35,3185
Gotham,158,459,73,7991
Gotham,180,65,45,5210
Gotham,60,80,21,2271
Metrópolis,50,200,11,1011
Gotham,97,0,130,11430
Gotham,110,18,17,1135
Gotham,330,0,48,3195
Metrópolis,68,74,16,1810
Gotham,80,173,34,2457
Gotham,70,84,21,1467
Gotham,200,350,76,5426
Gotham,135,504,49,5303
Gotham,36,40,28,2603
Gotham,63,110,30,2230
Gotham,45,109,20,1429
Gotham,444,584,151,10740
Gotham,84,246,32,3707
Gotham,36,55,49,4354
Metrópolis,414,506,59,4465
Gotham,90,101,39,3662
Metrópolis,50,23,7,968
Gotham,26,150,28,2848
Gotham,132,0,19,7194
Gotham,49,0,13,3699
Gotham,84,450,108,9908
Gotham,97,50,77,7042
Gotham,200,292,53,3845
Metrópolis,12732,96,21,2417
Metrópolis,254,251,46,3297
Gotham,88,0,44,7859
Gotham,135,5,26,2031
Gotham,120,167,25,1792
Gotham,246,1400,23,5193
Metrópolis,87,109,23,2675
Gotham,372,1041,139,10380
Gotham,85,153,26,3278
Gotham,58,70,45,4090
Gotham,80,84,20,1404
Gotham,54,135,22,2428
Metrópolis,128,784,34,4704
Gotham,70,4,31,3116
Gotham,80,0,8,1564
Gotham,69,134,20,2184
Gotham,42,100,28,2828
Gotham,132,59,38,2597
Gotham,270,23,98,6621
Gotham,180,235,76,5311
Metrópolis,38,70,7,927
Gotham,65,0,11,4346
Gotham,42,243,34,4129
Gotham,101,340,43,5043
Gotham,120,200,60,6335
Gotham,280,450,131,9251
Gotham,200,830,36,6666
Metrópolis,42,12,11,853
Gotham,26,0,20,1860
Gotham,93,76,28,2644
Gotham,115,300,55,5600
Metrópolis,42,0,13,1224
Gotham,30,0,10,1469
Metrópolis,70,55,27,2953
Gotham,56,151,61,5992
Gotham,65,167,28,1995
Metrópolis,48,17,7,1014
Gotham,95,380,55,5753
Metrópolis,180,167,66,5631
Gotham,110,0,41,3241
Gotham,80,160,21,2946
Gotham,129,334,38,3848
Gotham,152,213,66,6657
Gotham,500,0,136,9136
Gotham,78,163,25,1788
Metrópolis,56,19,7,816
Gotham,120,275,50,3626
Gotham,220,324,56,4080
Gotham,34,125,31,3031
Gotham,60,67,42,4009
Gotham,54,0,6,1913
Gotham,130,233,88,8389
Gotham,51,114,31,2991
Gotham,60,280,16,1546
Gotham,300,800,121,8921
Gotham,169,1140,82,9472
Metrópolis,200,391,47,5533
Gotham,174,236,50,3586
Gotham,61,25,16,1491
Gotham,100,417,45,4962
Gotham,100,226,32,2383
Gotham,45,99,28,2822
Gotham,65,63,30,3036
Gotham,80,245,31,3600
Gotham,90,280,28,2108
Gotham,281,847,151,11000
Gotham,350,2900,47,6047
Metrópolis,396,613,94,6907
Gotham,120,154,30,2174
Gotham,97,120,83,7463
Gotham,35,0,18,1678
Gotham,20,84,13,1097
Gotham,49,0,8,2464
